SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
M6093,4,93,0.531662976582664,0.4785,1000,0.0349250842868588,0.0353032747037598,0.999991219874902,0.0723754243733765
M1382,1,1382,0.531774158365405,0.4955,1000,0.0349250842868588,0.0353030697849374,0.999991219874902,0.0726836219510574
M4803,3,803,0.531822017406249,0.4945,1000,0.0349250842868588,0.0353029815998671,0.999991219874902,-0.07329931621382
M4379,3,379,0.531839693285646,0.4965,1000,0.0349250842868588,0.0353029490339093,0.999991219874902,0.0722166994403324
M6714,4,714,0.531878830353487,0.482,1000,0.0349250842868588,0.0353028769349075,0.999991219874902,-0.0742392036830211
M4200,3,200,0.531913129053605,0.481,1000,0.0349250842868588,0.0353028137571036,0.999991219874902,0.0728750686375292
M1092,1,1092,0.532215045729802,0.485,1000,0.0349250842868588,0.0353022579471162,0.999991219874902,-0.0724249468179892
M7287,4,1287,0.532271807931154,0.4815,1000,0.0349250842868588,0.0353021535149579,0.999991219874902,-0.0724437094276595
M2228,2,228,0.532290658820565,0.4865,1000,0.0349250842868588,0.0353021188371861,0.999991219874902,-0.0714934876252755
M6850,4,850,0.532486850114006,0.4795,1000,0.0349250842868588,0.0353017580586651,0.999991219874902,0.0721180253579519
M5144,3,1144,0.532624109857565,0.4965,1000,0.0349250842868588,0.0353015057927966,0.999991219874902,0.0733475422138099
M1556,1,1556,0.532773907665762,0.4975,1000,0.0349250842868588,0.0353012306175742,0.999991219874902,-0.0730094476691079
M6661,4,661,0.532882712879418,0.498,1000,0.0349250842868588,0.0353010308324867,0.999991219874902,0.072210062131262
M6227,4,227,0.533073386886578,0.4835,1000,0.0349250842868588,0.0353006809000099,0.999991219874902,0.0734361746337413
M4205,3,205,0.533102091430462,0.487,1000,0.0349250842868588,0.035300628239895,0.999991219874902,0.0733639484348032
M5141,3,1141,0.533224636187161,0.4885,1000,0.0349250842868588,0.0353004034822553,0.999991219874902,-0.071687591568093
M926,1,926,0.533498692787622,0.4995,1000,0.0349250842868588,0.0352999011768693,0.999991219874902,0.0729144057805797
M2641,2,641,0.533624931567397,0.4935,1000,0.0349250842868588,0.0352996699568419,0.999991219874902,-0.0712268856769356
M1515,1,1515,0.533723793598375,0.4855,1000,0.0349250842868588,0.0352994889494331,0.999991219874902,0.0721114233552385
M3724,2,1724,0.533907851544656,0.4975,1000,0.0349250842868588,0.0352991521177279,0.999991219874902,-0.0736311869017641
M4459,3,459,0.533949380672054,0.471,1000,0.0349250842868588,0.0352990761472249,0.999991219874902,-0.0728516545204343
M5253,3,1253,0.53396468368432,0.483,1000,0.0349250842868588,0.035299048155655,0.999991219874902,0.0738267805849091
M7796,4,1796,0.53429391989821,0.496,1000,0.0349250842868588,0.0352984462837126,0.999991219874902,0.0720086875819561
M5300,3,1300,0.534447810899424,0.4855,1000,0.0349250842868588,0.0352981651883065,0.999991219874902,0.0732561681816151
M8470,5,470,0.534513622832784,0.499,1000,0.0349250842868588,0.035298045021839,0.999991219874902,-0.072628107005869
M6931,4,931,0.534670130396577,0.486,1000,0.0349250842868588,0.0352977593613495,0.999991219874902,-0.073109798893654
M1152,1,1152,0.534797056308479,0.486,1000,0.0349250842868588,0.0352975278052133,0.999991219874902,-0.0719126289722567
M1658,1,1658,0.534877042884582,0.4715,1000,0.0349250842868588,0.0352973819336463,0.999991219874902,-0.0734083376078729
M9049,5,1049,0.535241029160709,0.495,1000,0.0349250842868588,0.0352967186314511,0.999991219874902,-0.0717220271642418
M9323,5,1323,0.535415952517625,0.4895,1000,0.0349250842868588,0.0352964001551648,0.999991219874902,0.0726789808062449
M9783,5,1783,0.535454955733069,0.49,1000,0.0349250842868588,0.0352963291692693,0.999991219874902,0.0719026479832792
M9341,5,1341,0.53565310852445,0.49,1000,0.0349250842868588,0.0352959686760574,0.999991219874902,0.0712771526739289
M9192,5,1192,0.535663666580327,0.4895,1000,0.0349250842868588,0.0352959494749175,0.999991219874902,-0.0712171922938296
M1646,1,1646,0.535667601630496,0.4825,1000,0.0349250842868588,0.0352959423187141,0.999991219874902,0.0735098644996128
M9078,5,1078,0.535715898940949,0.4955,1000,0.0349250842868588,0.0352958544939774,0.999991219874902,0.0722627454293274
M3752,2,1752,0.535786281264183,0.4895,1000,0.0349250842868588,0.0352957265352086,0.999991219874902,0.0715708160841473
M9702,5,1702,0.535848550002462,0.482,1000,0.0349250842868588,0.0352956133528425,0.999991219874902,-0.0734570029835027
M7634,4,1634,0.535978360782802,0.4955,1000,0.0349250842868588,0.0352953774800187,0.999991219874902,0.0719211888569475
M444,1,444,0.536409586562304,0.4985,1000,0.0349250842868588,0.0352945946662906,0.999991219874902,-0.0701809156395825
M5077,3,1077,0.53654572539684,0.487,1000,0.0349250842868588,0.0352943477682938,0.999991219874902,0.0727010890290671
M7805,4,1805,0.536729218094249,0.4875,1000,0.0349250842868588,0.0352940151709741,0.999991219874902,-0.0717764942326653
M9307,5,1307,0.536747025062245,0.4945,1000,0.0349250842868588,0.0352939829052381,0.999991219874902,-0.0720328194914828
M5029,3,1029,0.536955253505048,0.4975,1000,0.0349250842868588,0.0352936057457407,0.999991219874902,-0.0750496112376595
M9566,5,1566,0.536961331024702,0.4945,1000,0.0349250842868588,0.0352935947416684,0.999991219874902,0.073341052997705
M8188,5,188,0.537019253462693,0.4805,1000,0.0349250842868588,0.0352934898776034,0.999991219874902,0.0725382698432782
M2186,2,186,0.537045416621883,0.49,1000,0.0349250842868588,0.0352934425179985,0.999991219874902,0.0741216210315656
M1506,1,1506,0.537081952007299,0.4695,1000,0.0349250842868588,0.0352933763900036,0.999991219874902,0.0719118214772152
M7752,4,1752,0.53710820612711,0.483,1000,0.0349250842868588,0.035293328875868,0.999991219874902,0.0718086443723678
M5777,3,1777,0.537177376846045,0.4915,1000,0.0349250842868588,0.0352932037124716,0.999991219874902,0.072889680118351
M7657,4,1657,0.537197589373762,0.497,1000,0.0349250842868588,0.0352931671437491,0.999991219874902,-0.0710408646731935
M3110,2,1110,0.537279588918407,0.496,1000,0.0349250842868588,0.0352930188150248,0.999991219874902,0.0717554313348501
M1090,1,1090,0.537348107672907,0.4885,1000,0.0349250842868588,0.0352928949033173,0.999991219874902,-0.0712034620722193
M6492,4,492,0.53760497822199,0.485,1000,0.0349250842868588,0.0352924306261269,0.999991219874902,-0.0732056037853681
M61,1,61,0.537648599712643,0.498,1000,0.0349250842868588,0.0352923518232614,0.999991219874902,-0.0721179650390695
M1460,1,1460,0.537664213159789,0.4755,1000,0.0349250842868588,0.0352923236201745,0.999991219874902,0.0718748874879225
M4299,3,299,0.537667105836594,0.4895,1000,0.0349250842868588,0.035292318395201,0.999991219874902,-0.0720286015338161
M7509,4,1509,0.537774633912229,0.4945,1000,0.0349250842868588,0.0352921242061747,0.999991219874902,0.0712302452978406
M3517,2,1517,0.537787136761716,0.4825,1000,0.0349250842868588,0.0352921016314056,0.999991219874902,-0.0736135750000244
M4534,3,534,0.537887544651921,0.489,1000,0.0349250842868588,0.0352919203726731,0.999991219874902,0.0726346724304676
M7993,4,1993,0.538046260864901,0.4725,1000,0.0349250842868588,0.0352916339803572,0.999991219874902,0.0730466034133315
M31,1,31,0.538082950734005,0.485,1000,0.0349250842868588,0.0352915677980099,0.999991219874902,0.0717765200157601
M3301,2,1301,0.538083592436367,0.4975,1000,0.0349250842868588,0.0352915666405581,0.999991219874902,0.0723910142278328
M578,1,578,0.538092952713,0.4855,1000,0.0349250842868588,0.0352915497575519,0.999991219874902,-0.0717630629743553
M8493,5,493,0.538097965654257,0.495,1000,0.0349250842868588,0.035291540715997,0.999991219874902,0.0724962650036218
M4399,3,399,0.538167701099922,0.488,1000,0.0349250842868588,0.0352914149541232,0.999991219874902,0.0728304470495118
M7791,4,1791,0.538175866604589,0.495,1000,0.0349250842868588,0.0352914002302849,0.999991219874902,-0.0712713078073079
M5314,3,1314,0.538199294245865,0.499,1000,0.0349250842868588,0.0352913579884039,0.999991219874902,0.0711684773979755
M4125,3,125,0.538252755165874,0.4925,1000,0.0349250842868588,0.0352912616067361,0.999991219874902,-0.0721664957563348
M2604,2,604,0.538346239804925,0.4755,1000,0.0349250842868588,0.0352910931106036,0.999991219874902,-0.0718944524260223
M5477,3,1477,0.538419922636614,0.496,1000,0.0349250842868588,0.0352909603428118,0.999991219874902,-0.0727318751427219
M703,1,703,0.53844275044153,0.4805,1000,0.0349250842868588,0.0352909192165298,0.999991219874902,0.0710291211354388
M3023,2,1023,0.538636764219204,0.4725,1000,0.0349250842868588,0.0352905698124386,0.999991219874902,0.0715461984437979
M6142,4,142,0.538839017385027,0.497,1000,0.0349250842868588,0.0352902058147806,0.999991219874902,0.0721851759294054
M4022,3,22,0.538852007320171,0.491,1000,0.0349250842868588,0.0352901824451683,0.999991219874902,-0.0701624049622183
M7614,4,1614,0.539046958293713,0.48,1000,0.0349250842868588,0.035289831841349,0.999991219874902,-0.0721683830519737
M2396,2,396,0.539058056299462,0.4825,1000,0.0349250842868588,0.0352898118894469,0.999991219874902,-0.0713435960381048
M2952,2,952,0.539113638657952,0.481,1000,0.0349250842868588,0.035289711975273,0.999991219874902,0.0733566269727817
M3222,2,1222,0.539233592604256,0.4985,1000,0.0349250842868588,0.0352894964117626,0.999991219874902,-0.0717689973185429
M8229,5,229,0.539436403486729,0.49,1000,0.0349250842868588,0.0352891321496762,0.999991219874902,0.0712933397362008
M8275,5,275,0.539509661634375,0.4795,1000,0.0349250842868588,0.0352890006347418,0.999991219874902,-0.0727305053201803
M1230,1,1230,0.53958056196359,0.493,1000,0.0349250842868588,0.035288873383774,0.999991219874902,0.0721282553796527
M1909,1,1909,0.539671485329147,0.4985,1000,0.0349250842868588,0.0352887102405616,0.999991219874902,0.0714721721410001
M7581,4,1581,0.539768405608888,0.499,1000,0.0349250842868588,0.0352885363925816,0.999991219874902,0.0707597304766523
M1636,1,1636,0.540097043658237,0.497,1000,0.0349250842868588,0.0352879473332726,0.999991219874902,0.0714512966976599
M3195,2,1195,0.540155570066129,0.494,1000,0.0349250842868588,0.0352878424979832,0.999991219874902,0.0713074813642152
M6450,4,450,0.540256924326843,0.4895,1000,0.0349250842868588,0.0352876609966836,0.999991219874902,-0.0724695902394501
M8153,5,153,0.540346588311131,0.476,1000,0.0349250842868588,0.0352875004819567,0.999991219874902,0.0714759345001426
M3038,2,1038,0.540393391468185,0.4935,1000,0.0349250842868588,0.035287416715268,0.999991219874902,-0.070847773184596
M4720,3,720,0.540393993259937,0.488,1000,0.0349250842868588,0.0352874156382891,0.999991219874902,0.0712525425260537
M227,1,227,0.540880240769109,0.482,1000,0.0349250842868588,0.0352865461582813,0.999991219874902,-0.0705255637564051
M3339,2,1339,0.5409315512652,0.4925,1000,0.0349250842868588,0.0352864544915202,0.999991219874902,-0.0716582411929494
M8186,5,186,0.541372986051004,0.4965,1000,0.0349250842868588,0.0352856665231125,0.999991219874902,-0.070718097313943
M3106,2,1106,0.541538478829549,0.475,1000,0.0349250842868588,0.0352853714201569,0.999991219874902,0.0711280039413396
M964,1,964,0.541606469021496,0.4825,1000,0.0349250842868588,0.0352852502296669,0.999991219874902,0.0718012195809479
M30,1,30,0.541684291567281,0.492,1000,0.0349250842868588,0.0352851115476558,0.999991219874902,0.0716338907935778
M5676,3,1676,0.541766783434275,0.492,1000,0.0349250842868588,0.0352849645848047,0.999991219874902,0.0719026620818681
M3396,2,1396,0.541918064797376,0.4835,1000,0.0349250842868588,0.0352846951774769,0.999991219874902,-0.0715365035426316
M3819,2,1819,0.54218889585251,0.4875,1000,0.0349250842868588,0.0352842132174397,0.999991219874902,-0.0726587970926857
M1413,1,1413,0.542197362487096,0.5,1000,0.0349250842868588,0.0352841981577054,0.999991219874902,-0.0707755662156728
M4755,3,755,0.542205583013191,0.4975,1000,0.0349250842868588,0.0352841835361429,0.999991219874902,-0.0712633090132044
M7342,4,1342,0.542362827489199,0.4985,1000,0.0349250842868588,0.0352839039294885,0.999991219874902,-0.0716422131126819
M2949,2,949,0.54247985403797,0.4925,1000,0.0349250842868588,0.0352836959338918,0.999991219874902,-0.0723077013860802
M1913,1,1913,0.542491139939387,0.4905,1000,0.0349250842868588,0.0352836758794162,0.999991219874902,-0.0712564652733931
M3286,2,1286,0.542640407911462,0.485,1000,0.0349250842868588,0.035283410710122,0.999991219874902,-0.0704883108189165
M4969,3,969,0.542726121255289,0.4945,1000,0.0349250842868588,0.0352832585041647,0.999991219874902,0.0717993869168367
M3668,2,1668,0.542812557851735,0.4875,1000,0.0349250842868588,0.0352831050587735,0.999991219874902,0.0704610821569531
M407,1,407,0.543022914081461,0.4755,1000,0.0349250842868588,0.0352827318150016,0.999991219874902,0.0696975580140702
M948,1,948,0.543055284851659,0.4925,1000,0.0349250842868588,0.0352826744018877,0.999991219874902,0.0701684577920787
M5115,3,1115,0.543249438073323,0.4855,1000,0.0349250842868588,0.0352823301823507,0.999991219874902,0.0722309678514534
M2237,2,237,0.543260889767587,0.49,1000,0.0349250842868588,0.0352823098864216,0.999991219874902,0.0711189366073199
M184,1,184,0.543423263440846,0.491,1000,0.0349250842868588,0.0352820221952591,0.999991219874902,0.0706354619239278
M763,1,763,0.543503359039847,0.474,1000,0.0349250842868588,0.0352818803415763,0.999991219874902,-0.0697887592780262
M9848,5,1848,0.543534127746189,0.4955,1000,0.0349250842868588,0.0352818258587821,0.999991219874902,0.0720129332175361
M3304,2,1304,0.543742943903522,0.495,1000,0.0349250842868588,0.0352814562541295,0.999991219874902,0.0708643395413446
M8369,5,369,0.543853045338677,0.5,1000,0.0349250842868588,0.035281261480152,0.999991219874902,-0.0716263675126925
M4829,3,829,0.543903264927705,0.484,1000,0.0349250842868588,0.0352811726638315,0.999991219874902,0.0718189340909703
M8809,5,809,0.544013647085125,0.4955,1000,0.0349250842868588,0.0352809774997191,0.999991219874902,0.0714822413928573
M2667,2,667,0.544174673459542,0.4965,1000,0.0349250842868588,0.0352806929240435,0.999991219874902,-0.0702689064002016
M1539,1,1539,0.544183896998697,0.4855,1000,0.0349250842868588,0.0352806766283561,0.999991219874902,0.0700141999967627
M9576,5,1576,0.54439020237216,0.496,1000,0.0349250842868588,0.0352803122718311,0.999991219874902,0.072567698646651
M5631,3,1631,0.544435514976496,0.496,1000,0.0349250842868588,0.0352802322793281,0.999991219874902,0.0692959873597943
M25,1,25,0.544588195042941,0.498,1000,0.0349250842868588,0.0352799628366003,0.999991219874902,-0.0685063274202093
M5280,3,1280,0.544598744811474,0.487,1000,0.0349250842868588,0.0352799442240203,0.999991219874902,-0.0700779614446674
M8966,5,966,0.544650924472696,0.4975,1000,0.0349250842868588,0.0352798521751271,0.999991219874902,-0.0711401806324261
M440,1,440,0.544686461730907,0.492,1000,0.0349250842868588,0.0352797894940488,0.999991219874902,0.071251225197841
M4628,3,628,0.544706176735832,0.4965,1000,0.0349250842868588,0.0352797547237287,0.999991219874902,0.0708384316939714
M5,1,5,0.544711958866125,0.495,1000,0.0349250842868588,0.0352797445265303,0.999991219874902,0.0714508245281991
M637,1,637,0.544856985604557,0.4795,1000,0.0349250842868588,0.0352794888271321,0.999991219874902,0.0691643412884559
M6461,4,461,0.544883609664681,0.497,1000,0.0349250842868588,0.0352794418994415,0.999991219874902,-0.0708471751223101
M9469,5,1469,0.544938235810052,0.4835,1000,0.0349250842868588,0.0352793456284415,0.999991219874902,-0.0697707494746851
M9379,5,1379,0.544958084719962,0.479,1000,0.0349250842868588,0.0352793106519215,0.999991219874902,0.0715158922542969
M4539,3,539,0.545041692966775,0.496,1000,0.0349250842868588,0.0352791633485524,0.999991219874902,-0.0712456049548109
M5829,3,1829,0.545052350974763,0.4995,1000,0.0349250842868588,0.0352791445739812,0.999991219874902,-0.0712479962458019
M2506,2,506,0.545082740716089,0.4995,1000,0.0349250842868588,0.0352790910447905,0.999991219874902,0.071773373633107
M6019,4,19,0.545193473313098,0.4975,1000,0.0349250842868588,0.0352788960446344,0.999991219874902,-0.0695753777140453
M4214,3,214,0.545226175005061,0.4975,1000,0.0349250842868588,0.0352788384709809,0.999991219874902,0.0699670076111261
M9615,5,1615,0.545315294949417,0.4995,1000,0.0349250842868588,0.0352786816014696,0.999991219874902,0.0710886054121715
M1469,1,1469,0.545343757055863,0.4785,1000,0.0349250842868588,0.0352786315122967,0.999991219874902,-0.0709852222923928
M8579,5,579,0.545369464206402,0.4935,1000,0.0349250842868588,0.0352785862756106,0.999991219874902,-0.0718874692065015
M8092,5,92,0.545497855083588,0.477,1000,0.0349250842868588,0.0352783604063049,0.999991219874902,-0.069278714905181
M8264,5,264,0.545582217905113,0.485,1000,0.0349250842868588,0.0352782120462232,0.999991219874902,0.0706871258420279
M6668,4,668,0.545672090630875,0.4965,1000,0.0349250842868588,0.0352780540432628,0.999991219874902,0.0712864206956851
M3122,2,1122,0.545739671343687,0.4875,1000,0.0349250842868588,0.0352779352631225,0.999991219874902,0.0710577183767214
M6070,4,70,0.545747784821014,0.491,1000,0.0349250842868588,0.0352779210046793,0.999991219874902,0.0702866434395446
M8093,5,93,0.545793176629986,0.477,1000,0.0349250842868588,0.0352778412413732,0.999991219874902,0.0700190573296027
M2169,2,169,0.545805444562382,0.4895,1000,0.0349250842868588,0.0352778196860544,0.999991219874902,-0.070483435365702
M529,1,529,0.545830382542995,0.4985,1000,0.0349250842868588,0.0352777758716536,0.999991219874902,0.0701361856660583
M9445,5,1445,0.545879445618636,0.4985,1000,0.0349250842868588,0.0352776896818824,0.999991219874902,0.0706706171836231
M521,1,521,0.545925879290605,0.4975,1000,0.0349250842868588,0.0352776081244645,0.999991219874902,-0.0708026792123633
M8052,5,52,0.545960665064119,0.4865,1000,0.0349250842868588,0.035277547034183,0.999991219874902,0.0700484527060325
M3429,2,1429,0.546047487619204,0.4865,1000,0.0349250842868588,0.0352773945891679,0.999991219874902,-0.0706892378107113
M2890,2,890,0.546140888305165,0.492,1000,0.0349250842868588,0.0352772306443691,0.999991219874902,-0.0715132507308454
M9473,5,1473,0.546148074766415,0.4835,1000,0.0349250842868588,0.0352772180322398,0.999991219874902,-0.0723716245537958
M6705,4,705,0.546226685900961,0.487,1000,0.0349250842868588,0.0352770800910395,0.999991219874902,0.0707318156262886
M3356,2,1356,0.546239485729829,0.491,1000,0.0349250842868588,0.0352770576343066,0.999991219874902,0.0712355387854018
M9939,5,1939,0.546315605587669,0.493,1000,0.0349250842868588,0.0352769241055703,0.999991219874902,0.0699457332393649
M9810,5,1810,0.546437523653932,0.497,1000,0.0349250842868588,0.0352767103100595,0.999991219874902,-0.0706403558917259
M5674,3,1674,0.546531891528303,0.484,1000,0.0349250842868588,0.0352765448874186,0.999991219874902,-0.0695237045827071
M3868,2,1868,0.54666389631127,0.4945,1000,0.0349250842868588,0.035276313578032,0.999991219874902,-0.0696539845108646
M2063,2,63,0.546831159826775,0.499,1000,0.0349250842868588,0.0352760206345843,0.999991219874902,-0.0699607863948017
M8443,5,443,0.547024835756187,0.4925,1000,0.0349250842868588,0.0352756816408877,0.999991219874902,-0.0706864881919387
M3750,2,1750,0.547032061707744,0.493,1000,0.0349250842868588,0.035275668997526,0.999991219874902,0.0701589421684616
M8938,5,938,0.547181345159531,0.493,1000,0.0349250842868588,0.0352754078633918,0.999991219874902,-0.0690374706090893
M9383,5,1383,0.547220307384338,0.4965,1000,0.0349250842868588,0.0352753397305247,0.999991219874902,-0.0692266168838955
M3581,2,1581,0.547573694544013,0.492,1000,0.0349250842868588,0.0352747221780262,0.999991219874902,0.0699967113200159
M5592,3,1592,0.547641303014128,0.4945,1000,0.0349250842868588,0.0352746041151948,0.999991219874902,-0.0695827032050147
M9039,5,1039,0.547683603662955,0.4915,1000,0.0349250842868588,0.0352745302605302,0.999991219874902,-0.0700561469765262
M3645,2,1645,0.54789409137837,0.479,1000,0.0349250842868588,0.0352741629182663,0.999991219874902,-0.0690173288705296
M5804,3,1804,0.547980583601036,0.497,1000,0.0349250842868588,0.0352740120486481,0.999991219874902,0.0698815991499941
M7094,4,1094,0.54807731287223,0.4975,1000,0.0349250842868588,0.0352738433749861,0.999991219874902,0.0707609786387593
M933,1,933,0.548300844634956,0.4955,1000,0.0349250842868588,0.0352734537991747,0.999991219874902,-0.0698259336817841
M829,1,829,0.548375171165829,0.4845,1000,0.0349250842868588,0.0352733243269782,0.999991219874902,-0.0701994793844847
M5987,3,1987,0.548433548199934,0.499,1000,0.0349250842868588,0.0352732226607699,0.999991219874902,0.0704597632657169
M2344,2,344,0.548637762275157,0.4775,1000,0.0349250842868588,0.0352728671717111,0.999991219874902,0.0698430354629522
M4462,3,462,0.548679610365425,0.487,1000,0.0349250842868588,0.0352727943544436,0.999991219874902,0.0693226576281631
M3816,2,1816,0.548801225529653,0.4965,1000,0.0349250842868588,0.0352725827982876,0.999991219874902,-0.07036677095806
M9575,5,1575,0.548809019912942,0.494,1000,0.0349250842868588,0.0352725692425216,0.999991219874902,0.0701948881720114
M8932,5,932,0.548829755293399,0.488,1000,0.0349250842868588,0.0352725331818982,0.999991219874902,-0.0693980231149567
M7303,4,1303,0.548964963564153,0.4945,1000,0.0349250842868588,0.0352722981053856,0.999991219874902,-0.0706110949084859
M4167,3,167,0.54906021571387,0.4985,1000,0.0349250842868588,0.0352721325625271,0.999991219874902,0.0690302311864457
M6190,4,190,0.549173862864524,0.4735,1000,0.0349250842868588,0.0352719351203967,0.999991219874902,0.0689870038195295
M3970,2,1970,0.54919444654758,0.496,1000,0.0349250842868588,0.0352718993679995,0.999991219874902,0.0692506692245161
M8261,5,261,0.549278507485658,0.4955,1000,0.0349250842868588,0.0352717533861144,0.999991219874902,-0.0695877139073673
M8789,5,789,0.549362220344269,0.485,1000,0.0349250842868588,0.0352716080502168,0.999991219874902,0.0690828975077125
M8392,5,392,0.549413045897266,0.497,1000,0.0349250842868588,0.0352715198309572,0.999991219874902,0.0692444281659732
M2928,2,928,0.549546884592883,0.4845,1000,0.0349250842868588,0.0352712875965857,0.999991219874902,-0.0707481282273648
M5354,3,1354,0.549606346620374,0.4895,1000,0.0349250842868588,0.0352711844531396,0.999991219874902,0.0718852981345321
M3563,2,1563,0.549650811023421,0.465,1000,0.0349250842868588,0.0352711073383696,0.999991219874902,-0.0706813455311135
M8411,5,411,0.549656833862578,0.487,1000,0.0349250842868588,0.0352710968938353,0.999991219874902,0.0713742700639273
M8100,5,100,0.549827525253499,0.5,1000,0.0349250842868588,0.0352708009776077,0.999991219874902,-0.0688082146631928
M9253,5,1253,0.549876527142083,0.488,1000,0.0349250842868588,0.0352707160580752,0.999991219874902,-0.068601756774342
M2282,2,282,0.549904270130505,0.4725,1000,0.0349250842868588,0.0352706679861775,0.999991219874902,0.071289902612591
M5170,3,1170,0.549908515076908,0.484,1000,0.0349250842868588,0.0352706606311114,0.999991219874902,0.0687865121438449
M6542,4,542,0.550058448568236,0.49,1000,0.0349250842868588,0.0352704009148909,0.999991219874902,0.0692908499626697
M7615,4,1615,0.550080986364169,0.4895,1000,0.0349250842868588,0.0352703618861679,0.999991219874902,-0.0697053684228308
M7616,4,1616,0.550112769059168,0.4955,1000,0.0349250842868588,0.0352703068531307,0.999991219874902,-0.0707003409827394
M9969,5,1969,0.55036102824426,0.491,1000,0.0349250842868588,0.0352698771870562,0.999991219874902,0.0697478362807828
M1194,1,1194,0.550382838977575,0.4865,1000,0.0349250842868588,0.0352698394562267,0.999991219874902,0.0702415219687396
M5712,3,1712,0.550475482970096,0.4895,1000,0.0349250842868588,0.0352696792207409,0.999991219874902,0.0688322081478532
M2363,2,363,0.550569894239181,0.499,1000,0.0349250842868588,0.0352695159805929,0.999991219874902,0.0695081387883647
M4445,3,445,0.550893195368081,0.4915,1000,0.0349250842868588,0.0352689573798127,0.999991219874902,0.0700527685212933
M8217,5,217,0.550909363352279,0.495,1000,0.0349250842868588,0.0352689294608596,0.999991219874902,0.0689483562105124
M1699,1,1699,0.551175731779361,0.4855,1000,0.0349250842868588,0.0352684697157475,0.999991219874902,-0.0696642613393692
M3589,2,1589,0.551206177681975,0.4665,1000,0.0349250842868588,0.0352684171934478,0.999991219874902,-0.068703193958811
M8800,5,800,0.55147462167216,0.4945,1000,0.0349250842868588,0.0352679543357032,0.999991219874902,0.0704232000656475
M5835,3,1835,0.551544613231216,0.4995,1000,0.0349250842868588,0.0352678337240667,0.999991219874902,0.0690462658096749
M5142,3,1142,0.551597770004697,0.4955,1000,0.0349250842868588,0.0352677421418666,0.999991219874902,0.0701606836980204
M7177,4,1177,0.551628226163898,0.498,1000,0.0349250842868588,0.0352676896773404,0.999991219874902,-0.0704537485118522
M2838,2,838,0.551664586321706,0.491,1000,0.0349250842868588,0.0352676270495691,0.999991219874902,0.0697288427197122
M2043,2,43,0.55170121848747,0.483,1000,0.0349250842868588,0.0352675639611225,0.999991219874902,0.0712908560414576
M9545,5,1545,0.551728791093017,0.493,1000,0.0349250842868588,0.0352675164803762,0.999991219874902,0.0707711720730799
M7338,4,1338,0.551846871611432,0.4985,1000,0.0349250842868588,0.0352673131930727,0.999991219874902,0.0682648666549994
M2899,2,899,0.552177122148607,0.487,1000,0.0349250842868588,0.0352667450680152,0.999991219874902,0.0691290182585931
M3938,2,1938,0.552280683601693,0.482,1000,0.0349250842868588,0.0352665670443933,0.999991219874902,-0.0690147667862675
M7140,4,1140,0.552330569408397,0.496,1000,0.0349250842868588,0.0352664813123904,0.999991219874902,0.0693665833315436
M754,1,754,0.552414387712465,0.4875,1000,0.0349250842868588,0.0352663372979846,0.999991219874902,-0.0698394350312697
M7691,4,1691,0.552615020532268,0.484,1000,0.0349250842868588,0.0352659927429312,0.999991219874902,0.0706103858159395
M5884,3,1884,0.552639798561455,0.4855,1000,0.0349250842868588,0.0352659502069346,0.999991219874902,-0.0703905233921205
M4989,3,989,0.552750736269593,0.4815,1000,0.0349250842868588,0.0352657598061814,0.999991219874902,0.0690485329781154
M1865,1,1865,0.552936596950797,0.498,1000,0.0349250842868588,0.0352654409774814,0.999991219874902,0.0696898252661526
M524,1,524,0.552988142081162,0.4785,1000,0.0349250842868588,0.0352653525918096,0.999991219874902,-0.0693947246450648
M9102,5,1102,0.553021530118568,0.491,1000,0.0349250842868588,0.0352652953488278,0.999991219874902,0.0697704490376623
M8309,5,309,0.553176867700602,0.498,1000,0.0349250842868588,0.0352650291119092,0.999991219874902,0.0686591984564302
M5848,3,1848,0.553187938454787,0.487,1000,0.0349250842868588,0.0352650101428519,0.999991219874902,0.0698729010944703
M2467,2,467,0.553197076320879,0.4925,1000,0.0349250842868588,0.0352649944862152,0.999991219874902,-0.0682677840077304
M8050,5,50,0.553216934714625,0.498,1000,0.0349250842868588,0.0352649604629249,0.999991219874902,-0.0708925109499319
M9503,5,1503,0.553298364321852,0.488,1000,0.0349250842868588,0.0352648209740483,0.999991219874902,-0.0693891255010044
M2458,2,458,0.553492010041233,0.499,1000,0.0349250842868588,0.0352644894144615,0.999991219874902,-0.070049675780183
M6743,4,743,0.55353551522015,0.489,1000,0.0349250842868588,0.0352644149551272,0.999991219874902,0.0691748747584029
M5474,3,1474,0.553621955955976,0.4945,1000,0.0349250842868588,0.0352642670441274,0.999991219874902,-0.0699149304441562
M447,1,447,0.553748756060294,0.498,1000,0.0349250842868588,0.0352640501519859,0.999991219874902,-0.0696087611515281
M8636,5,636,0.553866843144997,0.488,1000,0.0349250842868588,0.0352638482477797,0.999991219874902,-0.0693746544606597
M2068,2,68,0.554070584823916,0.476,1000,0.0349250842868588,0.0352635000831415,0.999991219874902,0.0693686904797914
M8801,5,801,0.554267009110948,0.499,1000,0.0349250842868588,0.0352631646517005,0.999991219874902,-0.0690255940097018
M4177,3,177,0.554312860395371,0.459,1000,0.0349250842868588,0.0352630863843294,0.999991219874902,0.0688927848433991
